title; url; id; phases_id
SemEval 2019 Task 9 - SubTask A - Suggestion Mining from Online Reviews and Forums; https://competitions.codalab.org/competitions/19955; 19955; 33995,33996
MLCAS 2019 Challenge - Sorghum head detection; https://competitions.codalab.org/competitions/20130; 20130; 34270
WIDER Face & Person Challenge 2019 - Track 3: Cast Search by Portrait; https://competitions.codalab.org/competitions/20140; 20140; 34291,34292
WIDER Face & Person Challenge 2019 - Track 4: Person Search by Language; https://competitions.codalab.org/competitions/20142; 20142; 34295,34296
WIDER Face & Person Challenge 2019 - Track 2: Pedestrian Detection; https://competitions.codalab.org/competitions/20132; 20132; 34275,34276
WIDER Face & Person Challenge 2019 - Track 1: Face Detection; https://competitions.codalab.org/competitions/20146; 20146; 34306,34307,34308
Quantification of tumor heterogeneity; https://competitions.codalab.org/competitions/20369; 20369; 34632
The 2nd Large-scale Video Object Segmentation Challenge - Track 2: Video Instance Segmentation; https://competitions.codalab.org/competitions/20128; 20128; 34265,34266
The 2nd Large-scale Video Object Segmentation Challenge - Track 1: Video Object Segmentation; https://competitions.codalab.org/competitions/20127; 20127; 34262,34264
2019 PRMU challenge on old Japanese character recognition; https://competitions.codalab.org/competitions/20388; 20388; 34669,34670
AIM 2019 RAW to RGB Mapping Challenge - Track 2: Perceptual; https://competitions.codalab.org/competitions/20159; 20159; 34327,34328
AIM 2019 Bokeh Effect Challenge - Track 1: Fidelity; https://competitions.codalab.org/competitions/20156; 20156; 34321,34322
AIM 2019 Extreme Super-Resolution Challenge - Track 1: Fidelity; https://competitions.codalab.org/competitions/20235; 20235; 34475,34476
AIM 2019 Bokeh Effect Challenge - Track 2: Perceptual; https://competitions.codalab.org/competitions/20157; 20157; 34323,34324
AIM 2019 Constrained Super-Resolution Challenge - Track 2: Inference optimization; https://competitions.codalab.org/competitions/20168; 20168; 34341,34342
AIM 2019 Real World Super-Resolution Challenge - Track 2: Target domain; https://competitions.codalab.org/competitions/20164; 20164; 34333,34334
AIM 2019 Real World Super-Resolution Challenge - Track 1: Source domain; https://competitions.codalab.org/competitions/20163; 20163; 34331,34332
AIM 2019 RAW to RGB Mapping Challenge - Track 1: Fidelity; https://competitions.codalab.org/competitions/20158; 20158; 34325,34326
AIM 2019 Constrained Super-Resolution Challenge - Track 3: Fidelity optimization; https://competitions.codalab.org/competitions/20169; 20169; 34343,34344
AIM 2019 Video Extreme Super-Resolution Challenge - Track 2: Perceptual; https://competitions.codalab.org/competitions/20249; 20249; 34495,34496
AIM 2019 Video Extreme Super-Resolution Challenge - Track 1: Fidelity; https://competitions.codalab.org/competitions/20248; 20248; 34493,34494
AIM 2019 Video Temporal Super-Resolution Challenge; https://competitions.codalab.org/competitions/20244; 20244; 34486,34487
AIM 2019 Constrained Super-Resolution Challenge - Track 1: Parameters optimization; https://competitions.codalab.org/competitions/20167; 20167; 34339,34340
AIM 2019 Extreme Super-Resolution Challenge - Track 2: Perceptual; https://competitions.codalab.org/competitions/20236; 20236; 34477,34478
VisDA2019: Multi-Source Domain Adaptation Challenge; https://competitions.codalab.org/competitions/20256; 20256; 34497,34498
VisDA2019: Semi-Supervised Domain Adaptation Challenge; https://competitions.codalab.org/competitions/20257; 20257; 34499,34500
VATEX Captioning Challenge 2019 - Multilingual Video Captioning; https://competitions.codalab.org/competitions/20696; 20696; 35049,35048,35051,35050
DSTC 8: End-to-End Multi-Domain Dialog Challenge Track - Task 1; https://competitions.codalab.org/competitions/20162; 20162; 34329,34330
IROS 2019 Lifelong Robotic Vision Challenge: Lifelong SLAM; https://competitions.codalab.org/competitions/21505; 21505; 36152
DSTC 8: End-to-End Multi-Domain Track - Task 2 - Fast Adaptation; https://competitions.codalab.org/competitions/20152; 20152; 34319,34320
IROS 2019 Lifelong Robotic Vision Challenge: Lifelong SLAM Final Round; https://competitions.codalab.org/competitions/21504; 21504; 36151
2019 Untapped Energy reCLAIM Data Competition: Classification Challenge; https://competitions.codalab.org/competitions/21522; 21522; 36181
2019 Untapped Energy reCLAIM Data Competition: Regression Challenge; https://competitions.codalab.org/competitions/21523; 21523; 36182
UCSB CS165B Fall19 HW3; https://competitions.codalab.org/competitions/21713; 21713; 36432
UCSB CS165B Fall19 HW3 Late Submission; https://competitions.codalab.org/competitions/21891; 21891; 36759
Health Data Challenge 2019; https://competitions.codalab.org/competitions/21949; 21949; 36861,36862,36863
RecoGym Challenge; https://competitions.codalab.org/competitions/21546; 21546; 36209,36210
Competicio Xarxes Neurals, UAB 2019; https://competitions.codalab.org/competitions/19711; 19711; 33581
viewpoint_mining_of_comments_on_e-commerce; https://competitions.codalab.org/competitions/21751; 21751; 36489,36490,36491
DriveML Huawei Autonomous Vehicles Challenge; https://competitions.codalab.org/competitions/21639; 21639; 36352,36353,36608
ChaLearn Looking at People: Identity-preserved Human Detection (Track 3: Depth-Thermal fusion); https://competitions.codalab.org/competitions/21928; 21928; 36831,36832
ChaLearn Looking at People: Identity-preserved Human Detection (Track 2: Thermal); https://competitions.codalab.org/competitions/21927; 21927; 36829,36830
ChaLearn Looking at People: Identity-preserved Human Detection (Track 1: Depth); https://competitions.codalab.org/competitions/21926; 21926; 36827,36828
Fake Life Recognition Contest; https://competitions.codalab.org/competitions/20612; 20612; 34955
OSACT4 Shared Task on Offensive Language Detection (Subtask B); https://competitions.codalab.org/competitions/22826; 22826; 38246,38247
OSACT4 Shared Task on Offensive Language Detection (Subtask A); https://competitions.codalab.org/competitions/22825; 22825; 38244,38245
GramEval-2020; https://competitions.codalab.org/competitions/22902; 22902; 38297,38298
Chalearn Multi-modal Cross-ethnicity Face anti-spoofing Recognition Challenge@CVPR2020; https://competitions.codalab.org/competitions/22036; 22036; 36929,37000
Chalearn Multi-modal Cross-ethnicity Face anti-spoofing Recognition Challenge@CVPR2020（Phase2）; https://competitions.codalab.org/competitions/23318; 23318; 38844,38845
Chalearn Single-modal (RGB) Cross-ethnicity Face anti-spoofing Recognition Challenge@CVPR2020; https://competitions.codalab.org/competitions/22151; 22151; 37095,37096
OffensEval 2020 - Greek; https://competitions.codalab.org/competitions/23258; 23258; 38802
OffensEval 2020 - Turkish; https://competitions.codalab.org/competitions/23020; 23020; 38506
OffensEval 2020 - Danish; https://competitions.codalab.org/competitions/22998; 22998; 38475
OffensEval 2020 - Arabic; https://competitions.codalab.org/competitions/23021; 23021; 38507
CVPM2020 challenge: The 1st Challenge on Remote Physiological Signal Sensing (RePSS) ; https://competitions.codalab.org/competitions/22287; 22287; 37553
RuREBus_v2; https://competitions.codalab.org/competitions/23407; 23407; 38943,38944
Multimodal (Audio, Facial and Gesture) based Emotion Recognition challenge; https://competitions.codalab.org/competitions/20224; 20224; 36506,34438,34440
Compound Emotion challenge; https://competitions.codalab.org/competitions/21777; 21777; 36513,36516
Emotion challenge; https://competitions.codalab.org/competitions/15971; 15971; 27680,27681
Sentimix Spanglish ; https://competitions.codalab.org/competitions/20789; 20789; 35157
NTIRE 2020 Spectral Reconstruction Challenge - Track 2: Real World; https://competitions.codalab.org/competitions/22226; 22226; 37254,37255
NTIRE 2020 Real Image Denoising Challenge - Track 1 - rawRGB; https://competitions.codalab.org/competitions/22230; 22230; 37262,37263
NTIRE 2020 Video Deblurring Challenge - Track 3 Video; https://competitions.codalab.org/competitions/22235; 22235; 37272,37273
NTIRE 2020 NonHomogeneous Dehazing Challenge; https://competitions.codalab.org/competitions/22236; 22236; 37274,37275
NTIRE 2020 Image Deblurring Challenge - Track 1 on Desktop; https://competitions.codalab.org/competitions/22233; 22233; 37268,37269
NTIRE 2020 Demoireing Challenge - Track 1: Single image; https://competitions.codalab.org/competitions/22223; 22223; 37248,37249
NTIRE 2020 Demoireing Challenge - Track 2: Burst; https://competitions.codalab.org/competitions/22224; 22224; 37250,37251
NTIRE 2020 Image Deblurring Challenge - Track 2 on Smartphone; https://competitions.codalab.org/competitions/22234; 22234; 37270,37271
NTIRE 2020 Perceptual Extreme Super-Resolution Challenge; https://competitions.codalab.org/competitions/22217; 22217; 37236,37238
NTIRE 2020 Real Image Denoising Challenge - Track 2 - sRGB; https://competitions.codalab.org/competitions/22231; 22231; 37264,37265
NTIRE 2020 Video Quality Mapping - Track 1: Supervised; https://competitions.codalab.org/competitions/20247; 20247; 34491,34492
NTIRE 2020 Spectral Reconstruction Challenge - Track 1: Clean; https://competitions.codalab.org/competitions/22225; 22225; 37252,37253
NTIRE 2020 Real World Super-Resolution Challenge - Track 2: Smartphone Images; https://competitions.codalab.org/competitions/22221; 22221; 37244,37245
NTIRE 2020 Real World Super-Resolution Challenge - Track 1: Image Processing artifacts; https://competitions.codalab.org/competitions/22220; 22220; 37242,37243
OffensEval 2020 - English - Evaluation Phase ; https://competitions.codalab.org/competitions/23285; 23285; 38829,38830,38831
AutoML 2018 challenge :: PAKDD2018; https://competitions.codalab.org/competitions/17767; 17767; 30782,30783
DeepFashion2 Challenge 2020 - Track 2 Clothes Retrieval; https://competitions.codalab.org/competitions/22967; 22967; 38384,38385
DeepFashion2 Challenge 2020 - Track 1 Clothes Landmark Estimation; https://competitions.codalab.org/competitions/22966; 22966; 38382,38383
2020 Duolingo Shared Task on Simultaneous Translation And Paraphrase for Language Education (STAPLE); https://competitions.codalab.org/competitions/23643; 23643; 39277,39278
The Shared Task on Sarcasm Detection; https://competitions.codalab.org/competitions/22247; 22247; 37277,37278
The Second Shared Task on Metaphor Detection; https://competitions.codalab.org/competitions/22188; 22188; 37187,37188,37189,37190
Interspeech Shared Task: Automatic Speech Recognition for Non-Native Children’s Speech; https://competitions.codalab.org/competitions/23672; 23672; 39365,39366
CLVision challenge; https://competitions.codalab.org/competitions/23317; 23317; 38837,40695,40696
eHealth KD @ IberLEF 2020; https://competitions.codalab.org/competitions/23454; 23454; 38997,38998
COMP90042-2020 Project 1: Climate Change Misinformation Detection; https://competitions.codalab.org/competitions/24205; 24205; 40178,40179
The Semi-Supervised DAVIS Challenge on Video Object Segmentation @ CVPR 2020; https://competitions.codalab.org/competitions/20516; 20516; 34812,34813
The Unsupervised DAVIS Challenge on Video Object Segmentation @ CVPR 2020; https://competitions.codalab.org/competitions/20515; 20515; 34808,34811
[Deprecated, check description] CVPR 2020 BDD100K Multiple Object Tracking Challenge; https://competitions.codalab.org/competitions/24492; 24492; 40601,40603
CAPITEL-EVAL 2020 - NERC ; https://competitions.codalab.org/competitions/23011; 23011; 38492
CAPITEL-EVAL 2020 - UD; https://competitions.codalab.org/competitions/23178; 23178; 38718
Fashion IQ Challenge 2020; https://competitions.codalab.org/competitions/22946; 22946; 38357,38358
EPIC-KITCHENS-55 Action Recognition; https://competitions.codalab.org/competitions/20115; 20115; 34253
EPIC-Kitchens-55 Action Anticipation; https://competitions.codalab.org/competitions/20071; 20071; 34188
OpenKBP - 2020 AAPM Grand Challenge; https://competitions.codalab.org/competitions/23428; 23428; 38960,38961
YouMakeup VQA Challenge; https://competitions.codalab.org/competitions/24108; 24108; 40001,40002,40003,40004
HACS Temporal Action Localization Challenge - Supervised Learning Track; https://competitions.codalab.org/competitions/24433; 24433; 40524
NightOwls Detetection Challenge 2020; https://competitions.codalab.org/competitions/24781; 24781; 40945,40946
HACS Temporal Action Localization Challenge - Weakly-supervised Learning Track; https://competitions.codalab.org/competitions/24434; 24434; 40525
BDD100K Multiple Object Tracking Challenge; https://competitions.codalab.org/competitions/24910; 24910; 41080,41081
Real-time distortion classification in laparoscopic videos; https://competitions.codalab.org/competitions/25104; 25104; 41349,41350
FACT@IberLEF2020; https://competitions.codalab.org/competitions/23717; 23717; 39461
Fincausal 2020; https://competitions.codalab.org/competitions/23748; 23748; 39504,39505,39506,39507,39508,39509
Learning to Run a Power Network; https://competitions.codalab.org/competitions/20767; 20767; 35102,35104
ECCV 2020 ChaLearn Looking at People Fair Face Recognition challenge; https://competitions.codalab.org/competitions/24184; 24184; 40139,40140
2020 VIPriors Image Classification Challenge; https://competitions.codalab.org/competitions/23713; 23713; 39456,39457
2020 VIPriors Action Recognition Challenge; https://competitions.codalab.org/competitions/23706; 23706; 39439,39440
2020 VIPriors Object Detection Challenge; https://competitions.codalab.org/competitions/23661; 23661; 39358,39359
2020 VIPriors Semantic Segmentation Challenge; https://competitions.codalab.org/competitions/23712; 23712; 39454,39455
AIM 2020 Efficient Super-Resolution Challenge; https://competitions.codalab.org/competitions/24684; 24684; 40821,40822
AIM 2020 Image Extreme Inpainting Challenge Track 2 Semantic Guidance; https://competitions.codalab.org/competitions/24676; 24676; 40807,40808
AIM 2020 Video Extreme Super-Resolution Challenge - Track 1: Fidelity; https://competitions.codalab.org/competitions/24685; 24685; 40823,40824
AIM 2020 Real Image Super-Resolution Challenge - Track 1 Upscaling x2; https://competitions.codalab.org/competitions/24680; 24680; 40813,40814
AIM 2020 Relighting Challenge Track 2: Illumination settings estimation; https://competitions.codalab.org/competitions/24773; 24773; 40930,40931
AIM 2020 Relighting Challenge Track 3: Any-to-any relighting; https://competitions.codalab.org/competitions/24674; 24674; 40803,40804
AIM 2020 Learned Smartphone ISP Challenge - Track 2: Perceptual; https://competitions.codalab.org/competitions/24719; 24719; 40867,40868
AIM 2020 Image Extreme Inpainting Challenge Track 1 Classic Inpainting; https://competitions.codalab.org/competitions/24675; 24675; 40805,40806
AIM 2020 Real Image Super-Resolution Challenge - Track 2 Upscaling x3; https://competitions.codalab.org/competitions/24681; 24681; 40815,40816
AIM 2020 Real Image Super-Resolution Challenge - Track 3 Upscaling x4; https://competitions.codalab.org/competitions/24682; 24682; 40817,40818
AIM 2020 Relighting Challenge Track 1: One-to-one relighting; https://competitions.codalab.org/competitions/24671; 24671; 40798,40799
AIM 2020 Video Temporal Super-Resolution Challenge; https://competitions.codalab.org/competitions/24584; 24584; 40691,40692
AIM 2020 Learned Smartphone ISP Challenge - Track 1: Fidelity; https://competitions.codalab.org/competitions/24718; 24718; 40865,40866
