submission_pk,User,Pearson (all instances),Pearson (all instances),Pearson (all instances),Pearson (all instances),Pearson (all instances),Pearson (gold in 0.5-1),Pearson (gold in 0.5-1),Pearson (gold in 0.5-1),Pearson (gold in 0.5-1),Pearson (gold in 0.5-1)
,macro-avg,anger,fear,joy,sadness,macro-avg,anger,fear,joy,sadness
submission_pk,User,Pearson (all instances),Pearson (all instances),Pearson (all instances),Pearson (all instances),Pearson (all instances),Pearson (gold in 0.5-1),Pearson (gold in 0.5-1),Pearson (gold in 0.5-1),Pearson (gold in 0.5-1),Pearson (gold in 0.5-1)
,macro-avg,anger,fear,joy,sadness,macro-avg,anger,fear,joy,sadness
433333,Mabdou,0.681 (1),0.505 (1),,,,,,,,,,,
437162,Malak,0.649 (2),0.440 (2),,,,,,,,,,,
432158,SVM_Unigrams_Baseline,0.415 (3),0.422 (3),,,,,,,,,,,
429868,Random_Baseline,-0.019 (4),0.005 (4),,,,,,,,,,,
436310,anasteam,-999.999 (5),-999.999 (5),,,,,,,,,,,
435362,velango,-999.999 (5),-999.999 (5),,,,,,,,,,,
436658,ISCLAB,-999.999 (5),-999.999 (5),,,,,,,,,,,
436067,kiksekage,-999.999 (5),-999.999 (5),,,,,,,,,,,
430430,lt3luna,-999.999 (5),-999.999 (5),,,,,,,,,,,
433230,pribanp,-999.999 (5),-999.999 (5),,,,,,,,,,,
434737,AK,-999.999 (5),-999.999 (5),,,,,,,,,,,
434727,ziyuan,-999.999 (5),-999.999 (5),,,,,,,,,,,
433492,zzx2017,-999.999 (5),-999.999 (5),,,,,,,,,,,
436970,dmikrav,-999.999 (5),-999.999 (5),,,,,,,,,,,
437048,AngelDeborahSuseelan,-999.999 (5),-999.999 (5),,,,,,,,,,,
435917,orabia,-999.999 (5),-999.999 (5),,,,,,,,,,,
432455,hebe,-999.999 (5),-999.999 (5),,,,,,,,,,,
436538,wangmin,-999.999 (5),-999.999 (5),,,,,,,,,,,
433133,jhpark,-999.999 (5),-999.999 (5),,,,,,,,,,,
434989,veralilili,-999.999 (5),-999.999 (5),,,,,,,,,,,
432290,vicgalle,-999.999 (5),-999.999 (5),,,,,,,,,,,
441518,mhjabreel,-999.999 (5),-999.999 (5),,,,,,,,,,,
436293,danielfl,-999.999 (5),-999.999 (5),,,,,,,,,,,
442373,psyml,-999.999 (5),-999.999 (5),,,,,,,,,,,
428455,ztlbells,-999.999 (5),-999.999 (5),,,,,,,,,,,
436434,SamB,-999.999 (5),-999.999 (5),,,,,,,,,,,
436742,IntenseEmojis,-999.999 (5),-999.999 (5),,,,,,,,,,,
434844,phejimlin,-999.999 (5),-999.999 (5),,,,,,,,,,,
435135,sabino,-999.999 (5),-999.999 (5),,,,,,,,,,,
437502,hardik.meisheri,-999.999 (5),-999.999 (5),,,,,,,,,,,
437504,majkar,-999.999 (5),-999.999 (5),,,,,,,,,,,
437511,abhisheknkar,-999.999 (5),-999.999 (5),,,,,,,,,,,
437526,zeornelas,-999.999 (5),-999.999 (5),,,,,,,,,,,
437577,cbaziotis,-999.999 (5),-999.999 (5),,,,,,,,,,,
442655,Sumail_Fan,-999.999 (5),-999.999 (5),,,,,,,,,,,
439775,mooshow,-999.999 (5),-999.999 (5),,,,,,,,,,,
440374,Habibeh,-999.999 (5),-999.999 (5),,,,,,,,,,,
submission_pk,User,Pearson (all instances),Pearson (all instances),Pearson (all instances),Pearson (all instances),Pearson (all instances),Pearson (gold in 0.5-1),Pearson (gold in 0.5-1),Pearson (gold in 0.5-1),Pearson (gold in 0.5-1),Pearson (gold in 0.5-1)
,macro-avg,anger,fear,joy,sadness,macro-avg,anger,fear,joy,sadness
433333,Mabdou,0.697 (2),0.477 (2),,,,,,,,,,,
436742,IntenseEmojis,0.716 (1),0.524 (1),,,,,,,,,,,
433230,pribanp,0.613 (3),0.229 (4),,,,,,,,,,,
432158,SVM_Unigrams_Baseline,0.557 (4),0.245 (3),,,,,,,,,,,
429868,Random_Baseline,0.153 (5),-0.021 (5),,,,,,,,,,,
436310,anasteam,-999.999 (6),-999.999 (6),,,,,,,,,,,
435362,velango,-999.999 (6),-999.999 (6),,,,,,,,,,,
436658,ISCLAB,-999.999 (6),-999.999 (6),,,,,,,,,,,
436067,kiksekage,-999.999 (6),-999.999 (6),,,,,,,,,,,
430430,lt3luna,-999.999 (6),-999.999 (6),,,,,,,,,,,
437162,Malak,-999.999 (6),-999.999 (6),,,,,,,,,,,
434737,AK,-999.999 (6),-999.999 (6),,,,,,,,,,,
434727,ziyuan,-999.999 (6),-999.999 (6),,,,,,,,,,,
433492,zzx2017,-999.999 (6),-999.999 (6),,,,,,,,,,,
436970,dmikrav,-999.999 (6),-999.999 (6),,,,,,,,,,,
437048,AngelDeborahSuseelan,-999.999 (6),-999.999 (6),,,,,,,,,,,
435917,orabia,-999.999 (6),-999.999 (6),,,,,,,,,,,
432455,hebe,-999.999 (6),-999.999 (6),,,,,,,,,,,
436538,wangmin,-999.999 (6),-999.999 (6),,,,,,,,,,,
433133,jhpark,-999.999 (6),-999.999 (6),,,,,,,,,,,
434989,veralilili,-999.999 (6),-999.999 (6),,,,,,,,,,,
432290,vicgalle,-999.999 (6),-999.999 (6),,,,,,,,,,,
441518,mhjabreel,-999.999 (6),-999.999 (6),,,,,,,,,,,
436293,danielfl,-999.999 (6),-999.999 (6),,,,,,,,,,,
442373,psyml,-999.999 (6),-999.999 (6),,,,,,,,,,,
428455,ztlbells,-999.999 (6),-999.999 (6),,,,,,,,,,,
436434,SamB,-999.999 (6),-999.999 (6),,,,,,,,,,,
434844,phejimlin,-999.999 (6),-999.999 (6),,,,,,,,,,,
435135,sabino,-999.999 (6),-999.999 (6),,,,,,,,,,,
437502,hardik.meisheri,-999.999 (6),-999.999 (6),,,,,,,,,,,
437504,majkar,-999.999 (6),-999.999 (6),,,,,,,,,,,
437511,abhisheknkar,-999.999 (6),-999.999 (6),,,,,,,,,,,
437526,zeornelas,-999.999 (6),-999.999 (6),,,,,,,,,,,
437577,cbaziotis,-999.999 (6),-999.999 (6),,,,,,,,,,,
442655,Sumail_Fan,-999.999 (6),-999.999 (6),,,,,,,,,,,
439775,mooshow,-999.999 (6),-999.999 (6),,,,,,,,,,,
440374,Habibeh,-999.999 (6),-999.999 (6),,,,,,,,,,,
submission_pk,User,Pearson (all classes),Pearson (all classes),Pearson (all classes),Pearson (all classes),Pearson (all classes),Pearson (some-emotion),Pearson (some-emotion),Pearson (some-emotion),Pearson (some-emotion),Pearson (some-emotion),Kappa  (all classes),Kappa  (all classes),Kappa  (all classes),Kappa  (all classes),Kappa  (all classes),Kappa (some-emotion),Kappa (some-emotion),Kappa (some-emotion),Kappa (some-emotion),Kappa (some-emotion)
,macro-avg,anger,fear,joy,sadness,macro-avg,anger,fear,joy,sadness,macro-avg,anger,fear,joy,sadness,macro-avg,anger,fear,joy,sadness
437577,cbaziotis,0.687 (2),0.468 (3),0.669 (1),0.461 (2),,,,,,,,,,,,,,,,,,,,,
433133,jhpark,0.693 (1),0.548 (1),0.669 (2),0.539 (1),,,,,,,,,,,,,,,,,,,,,
437504,majkar,0.626 (3),0.535 (2),0.592 (4),0.386 (5),,,,,,,,,,,,,,,,,,,,,
437502,hardik.meisheri,0.611 (4),0.424 (6),0.602 (3),0.402 (3),,,,,,,,,,,,,,,,,,,,,
437511,abhisheknkar,0.531 (8),0.410 (8),0.502 (9),0.328 (9),,,,,,,,,,,,,,,,,,,,,
437162,Malak,0.565 (7),0.445 (5),0.558 (7),0.395 (4),,,,,,,,,,,,,,,,,,,,,
436538,wangmin,0.575 (5),0.347 (12),0.562 (6),0.315 (10),,,,,,,,,,,,,,,,,,,,,
432455,hebe,0.513 (9),0.351 (10),0.503 (8),0.273 (12),,,,,,,,,,,,,,,,,,,,,
436658,ISCLAB,0.573 (6),0.452 (4),0.568 (5),0.381 (6),,,,,,,,,,,,,,,,,,,,,
435135,sabino,0.417 (11),0.422 (7),0.411 (11),0.359 (7),,,,,,,,,,,,,,,,,,,,,
436434,SamB,0.315 (14),0.295 (14),0.280 (14),0.167 (14),,,,,,,,,,,,,,,,,,,,,
437048,AngelDeborahSuseelan,0.423 (10),0.347 (11),0.422 (10),0.283 (11),,,,,,,,,,,,,,,,,,,,,
434737,AK,0.341 (13),0.394 (9),0.333 (13),0.347 (8),,,,,,,,,,,,,,,,,,,,,
432158,SVM_Unigrams_Baseline,0.344 (12),0.299 (13),0.340 (12),0.250 (13),,,,,,,,,,,,,,,,,,,,,
429868,Random_Baseline,0.028 (15),-0.040 (15),0.025 (15),-0.037 (15),,,,,,,,,,,,,,,,,,,,,
436310,anasteam,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,,,,,,,,,,,,,,,,,
435362,velango,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,,,,,,,,,,,,,,,,,
436067,kiksekage,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,,,,,,,,,,,,,,,,,
430430,lt3luna,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,,,,,,,,,,,,,,,,,
433333,Mabdou,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,,,,,,,,,,,,,,,,,
433230,pribanp,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,,,,,,,,,,,,,,,,,
434727,ziyuan,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,,,,,,,,,,,,,,,,,
433492,zzx2017,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,,,,,,,,,,,,,,,,,
436970,dmikrav,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,,,,,,,,,,,,,,,,,
435917,orabia,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,,,,,,,,,,,,,,,,,
434989,veralilili,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,,,,,,,,,,,,,,,,,
432290,vicgalle,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,,,,,,,,,,,,,,,,,
441518,mhjabreel,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,,,,,,,,,,,,,,,,,
436293,danielfl,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,,,,,,,,,,,,,,,,,
442373,psyml,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,,,,,,,,,,,,,,,,,
428455,ztlbells,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,,,,,,,,,,,,,,,,,
436742,IntenseEmojis,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,,,,,,,,,,,,,,,,,
434844,phejimlin,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,,,,,,,,,,,,,,,,,
437526,zeornelas,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,,,,,,,,,,,,,,,,,
442655,Sumail_Fan,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,,,,,,,,,,,,,,,,,
439775,mooshow,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,,,,,,,,,,,,,,,,,
440374,Habibeh,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,,,,,,,,,,,,,,,,,
submission_pk,User,Pearson (all classes),Pearson (all classes),Pearson (all classes),Pearson (all classes),Pearson (all classes),Pearson (some-emotion),Pearson (some-emotion),Pearson (some-emotion),Pearson (some-emotion),Pearson (some-emotion),Kappa  (all classes),Kappa  (all classes),Kappa  (all classes),Kappa  (all classes),Kappa  (all classes),Kappa (some-emotion),Kappa (some-emotion),Kappa (some-emotion),Kappa (some-emotion),Kappa (some-emotion)
,macro-avg,anger,fear,joy,sadness,macro-avg,anger,fear,joy,sadness,macro-avg,anger,fear,joy,sadness,macro-avg,anger,fear,joy,sadness
437162,Malak,0.550 (1),0.320 (1),0.516 (1),0.234 (1),,,,,,,,,,,,,,,,,,,,,
435135,sabino,0.438 (2),0.278 (2),0.425 (2),0.206 (2),,,,,,,,,,,,,,,,,,,,,
432158,SVM_Unigrams_Baseline,0.380 (3),0.274 (3),0.356 (3),0.180 (3),,,,,,,,,,,,,,,,,,,,,
429868,Random_Baseline,-0.070 (4),-0.056 (4),-0.070 (4),-0.043 (4),,,,,,,,,,,,,,,,,,,,,
436310,anasteam,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
435362,velango,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
436658,ISCLAB,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
436067,kiksekage,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
430430,lt3luna,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
433333,Mabdou,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
433230,pribanp,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
434737,AK,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
434727,ziyuan,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
433492,zzx2017,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
436970,dmikrav,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
437048,AngelDeborahSuseelan,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
435917,orabia,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
432455,hebe,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
436538,wangmin,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
433133,jhpark,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
434989,veralilili,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
432290,vicgalle,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
441518,mhjabreel,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
436293,danielfl,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
442373,psyml,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
428455,ztlbells,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
436434,SamB,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
436742,IntenseEmojis,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
434844,phejimlin,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
437502,hardik.meisheri,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
437504,majkar,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
437511,abhisheknkar,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
437526,zeornelas,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
437577,cbaziotis,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
442655,Sumail_Fan,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
439775,mooshow,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
440374,Habibeh,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
submission_pk,User,Pearson (all classes),Pearson (all classes),Pearson (all classes),Pearson (all classes),Pearson (all classes),Pearson (some-emotion),Pearson (some-emotion),Pearson (some-emotion),Pearson (some-emotion),Pearson (some-emotion),Kappa  (all classes),Kappa  (all classes),Kappa  (all classes),Kappa  (all classes),Kappa  (all classes),Kappa (some-emotion),Kappa (some-emotion),Kappa (some-emotion),Kappa (some-emotion),Kappa (some-emotion)
,macro-avg,anger,fear,joy,sadness,macro-avg,anger,fear,joy,sadness,macro-avg,anger,fear,joy,sadness,macro-avg,anger,fear,joy,sadness
436742,IntenseEmojis,0.645 (1),0.522 (1),0.626 (1),0.473 (1),,,,,,,,,,,,,,,,,,,,,
435135,sabino,0.478 (3),0.294 (3),0.475 (3),0.258 (3),,,,,,,,,,,,,,,,,,,,,
432158,SVM_Unigrams_Baseline,0.482 (2),0.448 (2),0.482 (2),0.396 (2),,,,,,,,,,,,,,,,,,,,,
429868,Random_Baseline,-0.053 (4),0.065 (4),-0.051 (4),0.056 (4),,,,,,,,,,,,,,,,,,,,,
436310,anasteam,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
435362,velango,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
436658,ISCLAB,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
436067,kiksekage,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
430430,lt3luna,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
437162,Malak,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
433333,Mabdou,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
433230,pribanp,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
434737,AK,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
434727,ziyuan,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
433492,zzx2017,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
436970,dmikrav,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
437048,AngelDeborahSuseelan,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
435917,orabia,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
432455,hebe,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
436538,wangmin,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
433133,jhpark,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
434989,veralilili,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
432290,vicgalle,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
441518,mhjabreel,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
436293,danielfl,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
442373,psyml,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
428455,ztlbells,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
436434,SamB,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
434844,phejimlin,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
437502,hardik.meisheri,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
437504,majkar,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
437511,abhisheknkar,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
437526,zeornelas,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
437577,cbaziotis,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
442655,Sumail_Fan,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
439775,mooshow,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
440374,Habibeh,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,,,,,,,,,,,,,,,,,
submission_pk,User,Pearson (all instances),Pearson (gold in 0.5-1)
,valence,valence
435917,orabia,0.869 (1),0.692 (1),,,
437502,hardik.meisheri,0.857 (2),0.683 (2),,,
437577,cbaziotis,0.853 (3),0.652 (3),,,
437504,majkar,0.846 (4),0.642 (5),,,
433133,jhpark,0.834 (5),0.613 (6),,,
436538,wangmin,0.827 (6),0.644 (4),,,
433492,zzx2017,0.813 (7),0.604 (7),,,
433333,Mabdou,0.795 (8),0.595 (8),,,
437511,abhisheknkar,0.750 (9),0.521 (9),,,
437162,Malak,0.737 (10),0.509 (10),,,
437048,AngelDeborahSuseelan,0.526 (11),0.466 (11),,,
432290,vicgalle,0.519 (12),0.415 (12),,,
428455,ztlbells,0.456 (13),0.347 (13),,,
432158,SVM_Unigrams_Baseline,0.438 (14),0.332 (14),,,
429868,Random_Baseline,0.004 (15),-0.021 (15),,,
436310,anasteam,-999.999 (16),-999.999 (16),,,
435362,velango,-999.999 (16),-999.999 (16),,,
436658,ISCLAB,-999.999 (16),-999.999 (16),,,
436067,kiksekage,-999.999 (16),-999.999 (16),,,
430430,lt3luna,-999.999 (16),-999.999 (16),,,
433230,pribanp,-999.999 (16),-999.999 (16),,,
434737,AK,-999.999 (16),-999.999 (16),,,
434727,ziyuan,-999.999 (16),-999.999 (16),,,
436970,dmikrav,-999.999 (16),-999.999 (16),,,
432455,hebe,-999.999 (16),-999.999 (16),,,
434989,veralilili,-999.999 (16),-999.999 (16),,,
441518,mhjabreel,-999.999 (16),-999.999 (16),,,
436293,danielfl,-999.999 (16),-999.999 (16),,,
442373,psyml,-999.999 (16),-999.999 (16),,,
436434,SamB,-999.999 (16),-999.999 (16),,,
436742,IntenseEmojis,-999.999 (16),-999.999 (16),,,
434844,phejimlin,-999.999 (16),-999.999 (16),,,
435135,sabino,-999.999 (16),-999.999 (16),,,
437526,zeornelas,-999.999 (16),-999.999 (16),,,
442655,Sumail_Fan,-999.999 (16),-999.999 (16),,,
439775,mooshow,-999.999 (16),-999.999 (16),,,
440374,Habibeh,-999.999 (16),-999.999 (16),,,
submission_pk,User,Pearson (all instances),Pearson (gold in 0.5-1)
,valence,valence
433333,Mabdou,0.775 (1),0.524 (1),,,
437162,Malak,0.729 (2),0.430 (2),,,
432290,vicgalle,0.558 (3),0.337 (3),,,
432158,SVM_Unigrams_Baseline,0.367 (4),0.171 (4),,,
429868,Random_Baseline,0.103 (5),0.058 (5),,,
436310,anasteam,-999.999 (6),-999.999 (6),,,
435362,velango,-999.999 (6),-999.999 (6),,,
436658,ISCLAB,-999.999 (6),-999.999 (6),,,
436067,kiksekage,-999.999 (6),-999.999 (6),,,
430430,lt3luna,-999.999 (6),-999.999 (6),,,
433230,pribanp,-999.999 (6),-999.999 (6),,,
434737,AK,-999.999 (6),-999.999 (6),,,
434727,ziyuan,-999.999 (6),-999.999 (6),,,
433492,zzx2017,-999.999 (6),-999.999 (6),,,
436970,dmikrav,-999.999 (6),-999.999 (6),,,
437048,AngelDeborahSuseelan,-999.999 (6),-999.999 (6),,,
435917,orabia,-999.999 (6),-999.999 (6),,,
432455,hebe,-999.999 (6),-999.999 (6),,,
436538,wangmin,-999.999 (6),-999.999 (6),,,
433133,jhpark,-999.999 (6),-999.999 (6),,,
434989,veralilili,-999.999 (6),-999.999 (6),,,
