submission_pk,User,Global IoU,Bipbip,Bipbip,Bipbip,Pead,Pead,Pead,Roseau,Roseau,Roseau,Weedelec,Weedelec,Weedelec,Global IoU Haricot,Global IoU Maize
,IoU Haricot,IoU Maize,IoU Bipbip,IoU Haricot,IoU Maize,IoU Pead,IoU Haricot,IoU Maize,IoU Roseau,IoU Haricot,IoU Maize,IoU Weedelec
775874,francesco.piro,0.7260 (16),0.7701 (27),0.6007 (15),0.5902 (29),0.7649 (14),0.7394 (10),0.7100 (21),,,,,,,,,,,,,
774912,edomora97,0.7247 (17),0.7702 (26),0.6014 (14),0.6883 (13),0.7589 (17),0.7173 (18),0.7281 (16),,,,,,,,,,,,,
775948,stefanoic,0.7168 (18),0.7755 (23),0.5889 (20),0.7143 (10),0.7432 (25),0.7189 (17),0.7129 (20),,,,,,,,,,,,,
775309,manfred.nesti,0.7151 (19),0.7922 (8),0.5278 (36),0.5506 (33),0.7701 (12),0.6826 (24),0.7477 (9),,,,,,,,,,,,,
781592,FabioFontana,0.7130 (20),0.7869 (13),0.5549 (29),0.6256 (24),0.7518 (22),0.7033 (20),0.7216 (18),,,,,,,,,,,,,
773782,RobertoBochet,0.7095 (21),0.7761 (22),0.5614 (27),0.6866 (15),0.7444 (24),0.7145 (19),0.7024 (24),,,,,,,,,,,,,
775858,stefanominotti,0.7054 (22),0.7538 (33),0.5808 (24),0.4978 (42),0.7494 (23),0.6798 (27),0.7325 (13),,,,,,,,,,,,,
775004,Alessio,0.7046 (23),0.7481 (37),0.5823 (22),0.6059 (27),0.7396 (26),0.7031 (21),0.7015 (25),,,,,,,,,,,,,
781766,kodda,0.7029 (24),0.7685 (28),0.5922 (18),0.3090 (47),0.7523 (21),0.7026 (22),0.7004 (27),,,,,,,,,,,,,
781990,thatdc,0.7019 (25),0.7670 (29),0.5925 (17),0.6658 (18),0.7224 (29),0.6997 (23),0.7031 (23),,,,,,,,,,,,,
775931,andrea_isidoro,0.6957 (26),0.7021 (50),0.5861 (21),0.6485 (21),0.7370 (27),0.6812 (26),0.7089 (22),,,,,,,,,,,,,
781737,Lodz97,0.6910 (27),0.7858 (15),0.5768 (25),0.4373 (44),0.7202 (32),0.6825 (25),0.7001 (28),,,,,,,,,,,,,
775761,piergiuseppepezzoli,0.6869 (28),0.6597 (63),0.5911 (19),0.6178 (25),0.7362 (28),0.6749 (29),0.6944 (29),,,,,,,,,,,,,
781560,Federico_Innocente,0.6840 (29),0.7275 (44),0.5462 (31),0.6633 (19),0.7206 (31),0.6665 (31),0.7008 (26),,,,,,,,,,,,,
775574,FedericaMaddaloni,0.6836 (30),0.7365 (41),0.5470 (30),0.6817 (17),0.7156 (33),0.6797 (28),0.6849 (31),,,,,,,,,,,,,
775929,massimodt,0.6794 (31),0.7451 (38),0.4804 (45),0.0684 (82),0.7620 (16),0.6669 (30),0.6859 (30),,,,,,,,,,,,,
775601,GiuseppeManzoni,0.6578 (32),0.6684 (60),0.5583 (28),0.4981 (41),0.7021 (35),0.6401 (33),0.6757 (33),,,,,,,,,,,,,
775893,pierriccardo-polimi,0.6506 (33),0.5866 (82),0.5810 (23),0.3427 (45),0.7224 (30),0.6136 (39),0.6845 (32),,,,,,,,,,,,,
774696,GiuseppeMacino,0.6464 (34),0.7187 (46),0.5409 (32),0.6126 (26),0.6609 (44),0.6223 (37),0.6727 (34),,,,,,,,,,,,,
774892,MarkNuar,0.6424 (35),0.6993 (51),0.5334 (35),0.2206 (53),0.6969 (37),0.6255 (35),0.6602 (35),,,,,,,,,,,,,
774545,diegosavoia,0.6336 (36),0.7486 (36),0.5059 (39),0.1620 (60),0.6873 (38),0.6466 (32),0.6197 (40),,,,,,,,,,,,,
781010,bonaluca,0.6305 (37),0.6150 (74),0.5406 (33),0.6419 (23),0.6723 (42),0.6231 (36),0.6342 (39),,,,,,,,,,,,,
775797,aidadenisa,0.6268 (38),0.7284 (43),0.4031 (55),0.2106 (54),0.7108 (34),0.5937 (42),0.6594 (36),,,,,,,,,,,,,
781035,Filippo_T,0.6256 (39),0.6019 (78),0.5149 (37),0.2357 (50),0.6982 (36),0.5977 (41),0.6518 (37),,,,,,,,,,,,,
775860,arigalzi,0.6234 (40),0.6881 (55),0.4821 (44),0.5392 (35),0.6568 (45),0.6269 (34),0.6183 (41),,,,,,,,,,,,,
774809,skimox,0.6064 (41),0.6898 (53),0.4581 (46),0.5815 (30),0.6334 (49),0.6176 (38),0.5922 (43),,,,,,,,,,,,,
774604,MMF,0.5990 (42),0.6831 (57),0.4398 (48),0.1741 (56),0.6749 (41),0.5646 (48),0.6439 (38),,,,,,,,,,,,,
775941,michelescandelli,0.5924 (43),0.6871 (56),0.4143 (52),0.6856 (16),0.6634 (43),0.6103 (40),0.5707 (50),,,,,,,,,,,,,
773847,FrancescoCarratta,0.5858 (44),0.7072 (49),0.5075 (38),0.5472 (34),0.5742 (56),0.5921 (43),0.5741 (48),,,,,,,,,,,,,
775792,samuelepanzeri,0.5769 (45),0.5993 (79),0.4914 (41),0.5072 (40),0.6016 (53),0.5795 (44),0.5718 (49),,,,,,,,,,,,,
781955,IndiaGolf99,0.5762 (46),0.6467 (64),0.4097 (53),0.5240 (37),0.6383 (47),0.5668 (46),0.5838 (45),,,,,,,,,,,,,
773507,amosm,0.5743 (47),0.6369 (66),0.4032 (54),0.5756 (31),0.6431 (46),0.5641 (49),0.5809 (46),,,,,,,,,,,,,
781419,Martina,0.5670 (48),0.6811 (59),0.4163 (50),0.5187 (38),0.5790 (54),0.5704 (45),0.5607 (52),,,,,,,,,,,,,
775652,federicoCapaccio,0.5588 (49),0.6898 (52),0.4151 (51),0.3117 (46),0.5761 (55),0.5242 (52),0.6014 (42),,,,,,,,,,,,,
781721,thatschill,0.5522 (50),0.6142 (76),0.4377 (49),0.5954 (28),0.5708 (59),0.5651 (47),0.5318 (56),,,,,,,,,,,,,
773951,matteotomasetto98,0.5475 (51),0.6329 (68),0.3294 (58),0.1711 (57),0.6370 (48),0.5223 (53),0.5778 (47),,,,,,,,,,,,,
775565,fedy97,0.5374 (52),0.6889 (54),0.2171 (71),0.1673 (58),0.6224 (51),0.5212 (54),0.5559 (53),,,,,,,,,,,,,
781013,thomasbonenfant,0.5354 (53),0.6442 (65),0.3612 (57),0.4540 (43),0.5605 (60),0.5362 (50),0.5318 (57),,,,,,,,,,,,,
775848,Khaled_Eldowa,0.5348 (54),0.7703 (25),0.2238 (69),0.2016 (55),0.6842 (40),0.5168 (55),0.5525 (54),,,,,,,,,,,,,
781018,Luca_Massini,0.5298 (55),0.6300 (69),0.3152 (60),0.1611 (61),0.6027 (52),0.5020 (56),0.5659 (51),,,,,,,,,,,,,
775939,orion3k,0.5218 (56),0.5125 (88),0.4824 (43),0.1520 (63),0.5719 (57),0.5306 (51),0.5090 (58),,,,,,,,,,,,,
781383,claudia_speranza,0.5095 (57),0.7141 (48),0.2555 (63),0.0975 (74),0.6842 (39),0.4889 (58),0.5352 (55),,,,,,,,,,,,,
775799,Maria_Paola_Tatulli,0.4862 (58),0.7374 (40),0.4885 (42),0.1353 (66),0.4312 (72),0.4924 (57),0.4800 (62),,,,,,,,,,,,,
775865,andreamoreschi,0.4760 (59),0.4443 (99),0.1294 (82),0.5726 (32),0.6256 (50),0.4587 (59),0.4973 (60),,,,,,,,,,,,,
774860,starivore,0.4571 (60),0.6297 (70),0.3640 (56),0.0612 (86),0.5459 (62),0.4246 (62),0.4964 (61),,,,,,,,,,,,,
775409,cemakinci,0.4473 (61),0.8003 (5),0.1961 (74),0.0873 (77),0.5516 (61),0.4028 (65),0.5049 (59),,,,,,,,,,,,,
774845,Marchingegno,0.4455 (62),0.7842 (16),0.2751 (62),0.0666 (83),0.5709 (58),0.4222 (63),0.4716 (63),,,,,,,,,,,,,
773806,Andrea_Boselli,0.4452 (63),0.6142 (75),0.2372 (66),0.2284 (51),0.5094 (65),0.4492 (61),0.4385 (66),,,,,,,,,,,,,
775810,lorenzo_mainetti,0.4384 (64),0.5294 (85),0.2806 (61),0.0791 (79),0.4848 (68),0.4547 (60),0.4185 (67),,,,,,,,,,,,,
775669,marcolabate,0.4301 (65),0.5062 (90),0.2327 (67),0.1159 (68),0.5184 (64),0.4194 (64),0.4439 (65),,,,,,,,,,,,,
775817,MatteoZuccolin,0.4279 (66),0.5113 (89),0.1466 (78),0.5288 (36),0.4725 (69),0.3245 (73),0.5863 (44),,,,,,,,,,,,,
781080,MaurizioCerisola,0.4103 (67),0.3733 (103),0.2485 (64),0.1480 (64),0.5029 (66),0.3660 (70),0.4533 (64),,,,,,,,,,,,,
775529,enricodallacqua,0.3930 (68),0.7318 (42),0.1416 (80),0.0539 (89),0.5422 (63),0.3911 (66),0.3934 (69),,,,,,,,,,,,,
774905,michele_col,0.3676 (69),0.3186 (110),0.1386 (81),0.0495 (90),0.7638 (15),0.3815 (68),0.3422 (72),,,,,,,,,,,,,
774446,Edoardo_Crespi,0.3662 (70),0.5944 (81),0.1433 (79),0.0608 (87),0.4592 (71),0.3901 (67),0.3232 (73),,,,,,,,,,,,,
775749,SteGoz,0.3661 (71),0.3532 (106),0.1936 (75),0.0486 (91),0.4907 (67),0.3539 (71),0.3771 (71),,,,,,,,,,,,,
775909,filipporescalli,0.3316 (72),0.2965 (112),0.3220 (59),0.1650 (59),0.3546 (73),0.3681 (69),0.2873 (76),,,,,,,,,,,,,
775840,Luca_Cerioli,0.3301 (73),0.5578 (83),0.4567 (47),0.1113 (71),0.2899 (83),0.2898 (78),0.3880 (70),,,,,,,,,,,,,
781912,federico_carrara,0.3026 (74),0.3268 (108),0.2238 (70),0.1040 (73),0.3423 (75),0.3196 (74),0.2791 (77),,,,,,,,,,,,,
775779,M909,0.3015 (75),0.3552 (104),0.1176 (83),0.3081 (48),0.3495 (74),0.3445 (72),0.2480 (84),,,,,,,,,,,,,
775649,enricoadami,0.2849 (76),0.4187 (101),0.1541 (77),0.0618 (85),0.3369 (76),0.3036 (76),0.2577 (82),,,,,,,,,,,,,
774810,Mainardi_Matteo,0.2760 (77),0.3118 (111),0.2059 (73),0.1216 (67),0.3042 (79),0.2958 (77),0.2491 (83),,,,,,,,,,,,,
775747,raffesc,0.2733 (78),0.4464 (98),0.2167 (72),0.1563 (62),0.2562 (85),0.2568 (82),0.2976 (75),,,,,,,,,,,,,
775853,davidemerli,0.2733 (79),0.5981 (80),0.1137 (86),0.0735 (81),0.3120 (78),0.2822 (79),0.2628 (81),,,,,,,,,,,,,
774840,davidecaffu,0.2624 (80),0.4492 (97),0.1143 (84),0.0911 (75),0.3160 (77),0.2751 (80),0.2416 (85),,,,,,,,,,,,,
773954,Carlo_Ghiglione,0.2554 (81),0.4797 (93),0.1011 (87),0.0759 (80),0.2927 (80),0.2395 (84),0.2706 (80),,,,,,,,,,,,,
774683,giovanniantoniodiluozzo,0.2508 (82),0.1671 (117),0.0937 (88),0.0196 (102),0.4600 (70),0.3069 (75),0.1860 (94),,,,,,,,,,,,,
774378,oliver_wo,0.2497 (83),0.4897 (92),0.0374 (92),0.0844 (78),0.2761 (84),0.2302 (86),0.2763 (78),,,,,,,,,,,,,
775743,iacopomarri,0.2385 (84),0.6258 (72),0.0480 (90),0.0909 (76),0.2428 (86),0.2150 (88),0.2754 (79),,,,,,,,,,,,,
773952,Mattia_Calabresi,0.2357 (85),0.3547 (105),0.2299 (68),0.1360 (65),0.2063 (87),0.2590 (81),0.2050 (88),,,,,,,,,,,,,
775901,YasminAwad,0.2297 (86),0.6626 (62),0.4940 (40),0.2220 (52),0.0761 (91),0.2364 (85),0.2345 (86),,,,,,,,,,,,,
781784,massimiliano.nigro,0.2241 (87),0.1742 (116),0.0750 (89),0.0000 (111),0.2922 (82),0.1132 (96),0.4055 (68),,,,,,,,,,,,,
775412,losiba,0.2180 (88),0.4190 (100),0.0394 (91),0.0649 (84),0.2923 (81),0.2172 (87),0.2093 (87),,,,,,,,,,,,,
774521,Fabio_Menozzi,0.2148 (89),0.7881 (11),0.1141 (85),0.0439 (93),0.1693 (88),0.2447 (83),0.1966 (91),,,,,,,,,,,,,
774956,federico_capello,0.1611 (90),0.7620 (31),0.0000 (112),0.0000 (111),0.0000 (111),0.1302 (90),0.2045 (89),,,,,,,,,,,,,
781041,Yuzon,0.1572 (91),0.7657 (30),0.0000 (112),0.0000 (111),0.0000 (111),0.1232 (92),0.2037 (90),,,,,,,,,,,,,
781069,matt_for,0.1566 (92),0.2836 (114),0.1825 (76),0.1069 (72),0.0982 (89),0.1561 (89),0.1569 (103),,,,,,,,,,,,,
774741,francesconicotera,0.1527 (93),0.7504 (34),0.0000 (112),0.0000 (111),0.0000 (111),0.1250 (91),0.1930 (93),,,,,,,,,,,,,
775914,fcolombo,0.1524 (94),0.7487 (35),0.0000 (112),0.0000 (111),0.0000 (111),0.1221 (93),0.1954 (92),,,,,,,,,,,,,
775913,giodv8,0.1441 (95),0.7143 (47),0.0000 (112),0.0000 (111),0.0000 (111),0.1195 (95),0.1807 (96),,,,,,,,,,,,,
781599,volt08,0.1368 (96),0.6655 (61),0.5401 (34),0.1123 (70),0.0119 (95),0.0985 (107),0.3191 (74),,,,,,,,,,,,,
781878,paolorizzo,0.1365 (97),0.6283 (71),0.0000 (112),0.0000 (111),0.0000 (111),0.1045 (103),0.1833 (95),,,,,,,,,,,,,
774960,Gf2097,0.1337 (98),0.6359 (67),0.0000 (112),0.0000 (111),0.0000 (111),0.1051 (102),0.1751 (98),,,,,,,,,,,,,
781687,lucaveneziani,0.1316 (99),0.7381 (39),0.0042 (101),0.0366 (98),0.0054 (101),0.1093 (99),0.1623 (101),,,,,,,,,,,,,
774010,Sorrentino10746269,0.1289 (100),0.6817 (58),0.0021 (103),0.0385 (97),0.0053 (102),0.1081 (100),0.1550 (105),,,,,,,,,,,,,
773844,AleAleColliMap,0.1281 (101),0.7248 (45),0.0000 (110),0.0079 (108),0.0059 (99),0.1105 (97),0.1592 (102),,,,,,,,,,,,,
774439,davelaffi,0.1254 (102),0.3303 (107),0.2480 (65),0.2375 (49),0.0067 (97),0.1102 (98),0.1443 (109),,,,,,,,,,,,,
775429,davidecalabro,0.1226 (103),0.7835 (17),0.0091 (99),0.0158 (104),0.0064 (98),0.1003 (106),0.1551 (104),,,,,,,,,,,,,
775825,emassaro98,0.1220 (104),0.5251 (86),0.0000 (112),0.0392 (95),0.0000 (111),0.0808 (110),0.1783 (97),,,,,,,,,,,,,
774920,alessandro,0.1213 (105),0.7813 (19),0.0314 (93),0.0441 (92),0.0358 (92),0.1080 (101),0.1392 (110),,,,,,,,,,,,,
775676,frad,0.1156 (106),0.6235 (73),0.0004 (106),0.0126 (105),0.0024 (106),0.0807 (111),0.1655 (100),,,,,,,,,,,,,
774411,MattiaBosio,0.1029 (107),0.6076 (77),0.0125 (95),0.0206 (101),0.0083 (96),0.0833 (109),0.1315 (112),,,,,,,,,,,,,
775627,Gianfi,0.1003 (108),0.4719 (94),0.0000 (112),0.0000 (111),0.0000 (111),0.0769 (114),0.1364 (111),,,,,,,,,,,,,
774647,giulioali,0.0996 (109),0.5150 (87),0.0056 (100),0.0389 (96),0.0041 (105),0.0974 (108),0.1057 (113),,,,,,,,,,,,,
773542,TheDeveloper01,0.0976 (110),0.5315 (84),0.0101 (97),0.0361 (99),0.0058 (100),0.0610 (115),0.1528 (107),,,,,,,,,,,,,
781552,TizianoFucci,0.0946 (111),0.4961 (91),0.0097 (98),0.0178 (103),0.0049 (104),0.0535 (116),0.1532 (106),,,,,,,,,,,,,
774805,Frezza_Alberto,0.0857 (112),0.4671 (95),0.0004 (107),0.0115 (106),0.0015 (108),0.0784 (112),0.0972 (114),,,,,,,,,,,,,
781792,egherardi,0.0852 (113),0.3883 (102),0.0018 (104),0.0396 (94),0.0051 (103),0.0770 (113),0.0945 (115),,,,,,,,,,,,,
774729,marcopianta,0.0826 (114),0.4537 (96),0.0030 (102),0.0023 (110),0.0022 (107),0.0000 (121),0.1680 (99),,,,,,,,,,,,,
781891,Juvetsus,0.0785 (115),0.1273 (118),0.0000 (108),0.1145 (69),0.0829 (90),0.0318 (118),0.1482 (108),,,,,,,,,,,,,
775532,manupedrozo,0.0666 (116),0.3258 (109),0.0000 (112),0.0000 (111),0.0000 (111),0.1216 (94),0.0000 (122),,,,,,,,,,,,,
773666,Stedua,0.0607 (117),0.2283 (115),0.0187 (94),0.0288 (100),0.0274 (93),0.1015 (105),0.0212 (118),,,,,,,,,,,,,
781725,Luca_Zerman,0.0570 (118),0.2928 (113),0.0000 (112),0.0000 (111),0.0000 (111),0.1027 (104),0.0000 (122),,,,,,,,,,,,,
774991,Roberto_Sala,0.0307 (119),0.0843 (120),0.0122 (96),0.0552 (88),0.0210 (94),0.0322 (117),0.0286 (116),,,,,,,,,,,,,
774713,ozyinc,0.0219 (120),0.1130 (119),0.0008 (105),0.0112 (107),0.0013 (109),0.0215 (119),0.0226 (117),,,,,,,,,,,,,
774726,ZhangYuedong,0.0001 (121),0.0000 (123),0.0000 (109),0.0027 (109),0.0000 (110),0.0002 (120),0.0000 (120),,,,,,,,,,,,,
775808,nicole_fontana,0.0001 (122),0.0003 (121),0.0000 (112),0.0000 (111),0.0000 (111),0.0000 (121),0.0002 (119),,,,,,,,,,,,,
775801,XiaoyuLuo,0.0000 (123),0.0000 (122),0.0000 (111),0.0000 (111),0.0000 (111),0.0000 (121),0.0000 (121),,,,,,,,,,,,,
